gene_id	chr	start	end	gene	san:yak:tei_pbs	san:yak:tei_pval_ortho	san:yak:tei_pval_bs	paml_ps_scenario
LOC6538788	3R	28471512	28476513	Pisd	0.872284175810944	0.0229405630865484	0.0236559139784946	No_PS
LOC6539009	3R	30066438	30071439	Loxl1	0.880596836739591	0.0087591240875912	0.0092254947794919	No_PS
LOC6539038	3R	30353992	30358992	CG1890	0.825098905900922	0.0437956204379562	0.0495558672276764	PS_independent
LOC6539039	3R	30354943	30359943	CG1896	0.879868477709386	0.0156412930135557	0.0165186224092254	No_PS
LOC6539040	3R	30355783	30360784	awd	0.879868477709386	0.0156412930135557	0.0165186224092254	No_PS
LOC6539041	3R	30357138	30362138	nero	0.879868477709386	0.0156412930135557	0.0165186224092254	PS_spill_Dsan
LOC6539157	2L	23349421	23360879	IntS3	0.887305099611638	0.0012513034410844	0.0008415147265077	PS_unique_Dyak
LOC6539387	3L	19331414	19336415	pzg	0.887305099611638	0.0012513034410844	0.0008415147265077	No_PS
LOC6539552	3L	18201513	18206513	mrn	0.872668124829369	0.0221063607924921	0.021505376344086	PS_spill_Dsan
LOC6539780	3L	19437892	19442892	AsnS	0.865852756334252	0.0294056308654848	0.0321957300919432	No_PS
