gene_id	chr	start	end	gene	yak-symp:yak-allo:tei_pbs	yak-symp:yak-allo:tei_pval_ortho	yak-symp:yak-allo:tei_pval_bs	paml_ps_scenario
LOC6524947	X	10690130	10695131	CG32576	0.328590362164016	0.0021811649987169	0.001433312041379	No_PS
LOC6525098	X	11748576	11756560	Ork1	0.186193851437075	0.0074416217603284	0.0059825198248866	PS_spill
LOC6525152	X	12200599	12205600	Zw	0.087569349438799	0.0350269438029253	0.0358328010344773	No_PS
LOC6525293	X	13310738	13315738	CG12112	0.117484923767299	0.0195021811649987	0.0184461027934005	No_PS
LOC6525684	X	16508761	16614085	CG43658	0.142878716191142	0.012573774698486	0.012588218798199	PS_spill
LOC6525799	X	17572948	17577949	Xrcc2	0.124233664704958	0.0170644085193738	0.0164986679545702	No_PS
LOC6525800	X	17575601	17580601	Wnt5	0.124233664704958	0.0170644085193738	0.0164986679545702	PS_spill_Dsan
LOC6525825	X	17728137	17733137	fu	0.114891679768142	0.020913523222992	0.0193964509947497	No_PS
LOC6525826	X	17729964	17734965	CG6696	0.114891679768142	0.020913523222992	0.0193964509947497	PS_spill
LOC6525903	X	18295550	18301152	CG17754	0.176729315086283	0.0084680523479599	0.0070419243772103	No_PS
LOC6526115	X	20491614	20496615	CG15450	0.074937636639829	0.0443931229150628	0.0440431863149859	No_PS
LOC6526135	X	20698660	20703660	Cbs	0.133110428737547	0.0150115473441108	0.0147849252963995	PS_spill_Dsan
LOC6526255	2L	166613	173492	CG3164	0.073870300676505	0.0452912496792404	0.0456167136647607	No_PS
LOC6526744	2L	3597186	3605758	drm	0.100643735696767	0.0269438029253271	0.0253322323835044	PS_spill_Dsan
LOC6526898	2L	5155996	5160996	mts	0.244405999425696	0.0042340261739799	0.0033028494866561	No_PS
LOC6526997	2L	6027842	6032842	snRNP-U1-70K	0.085689407855266	0.0364382858609186	0.0369701029803542	No_PS
LOC6527018	2L	6094308	6120552	Nlg2	0.150113580677148	0.0109058249935848	0.0110458504058454	PS_unique_Dyak
LOC6527043	2L	6279169	6284170	homer	0.213523017625894	0.0052604567616114	0.0042531976880053	No_PS
LOC6527045	2L	6282677	6287678	Aatf	0.213523017625894	0.0052604567616114	0.0042531976880053	PS_spill_Dsan
LOC6527259	2L	7758523	7763523	CG33695	0.074945103316455	0.0442648190916089	0.0440431863149859	PS_spill_Dsan
LOC6527338	2L	8535916	8540917	Tom70	0.088988510482837	0.0338722093918398	0.0348357143969962	PS_unique_Dyak
LOC6527501	2L	9965214	9970214	loqs	0.16659030558498	0.0096227867590454	0.0090049386947512	PS_spill_Dsan
LOC6527502	2L	9962658	9967658	Ing5	0.16659030558498	0.0096227867590454	0.0090049386947512	PS_independent
LOC6527704	2L	8785607	8790607	RpS13	0.070016602149327	0.0493969720297664	0.0496517986508171	No_PS
LOC6527705	2L	8784531	8789532	CSN8	0.070016602149327	0.0493969720297664	0.0496517986508171	PS_spill_Dsan
LOC6527872	2L	12373565	12378565	Mtpalpha	0.092208647096521	0.031434436746215	0.0311901163787059	No_PS
LOC6528148	2L	13800002	13805003	Vps52	0.104229908443076	0.0259173723376956	0.0238521819059934	PS_spill
LOC6528411	2L	16097345	16102345	Gr43a	0.078174174265109	0.0420836540928919	0.0420022746038917	PS_spill_Dsan
LOC6528533	2L	16792614	16797614	Cul4	0.099756433306769	0.0278419296895047	0.0270148160842538	PS_spill
LOC6528534	2L	16795005	16800005	udd	0.122030188730777	0.0179625352835514	0.0169193138797575	No_PS
LOC6528602	2L	17164176	17249028	mtt	0.119708185188628	0.018860662047729	0.0180721953043451	PS_spill_Dsan
LOC6528664	2L	17614415	17619415	CG8243	0.177954031350335	0.008339748524506	0.0068393911539719	PS_unique_Dyak
LOC6528665	2L	17616547	17621547	CG8237	0.177954031350335	0.008339748524506	0.0068393911539719	PS_unique_Dsan
LOC6528728	2L	17884939	17889939	unpg	0.193495348067835	0.0070567102899666	0.0055151354635673	No_PS
LOC6528729	2L	17893037	17898037	CG8027	0.073101014781243	0.0459327687965101	0.0464112670790035	No_PS
LOC6528806	2L	18493747	18503013	CG1648	0.165108162623309	0.0097510905824993	0.0091607334818576	PS_spill_Dsan
LOC6529088	2L	20807479	20843738	Src42A	0.09005357094485	0.0329740826276623	0.0339788430679109	PS_spill_Dsan
LOC6529107	2L	21369848	21374848	vlc	0.099373363297553	0.0283551449833205	0.0271082929565176	PS_spill
LOC6529487	2R	6693902	6715553	beat-IIIb	0.230755603115676	0.0044906338208878	0.003614439060869	No_PS
LOC6529528	2R	6955981	6960981	VhaSFD	0.323820700877032	0.0023094688221709	0.0014644709988003	No_PS
LOC6529529	2R	6960088	6965088	Cyt-c-p	0.186084549582626	0.0075699255837823	0.0059825198248866	PS_spill
LOC6529695	2R	8454429	8459429	CG17349	0.212695843971308	0.0055170644085193	0.0043466745602692	No_PS
LOC6529699	2R	8477010	8484885	CG17544	0.12908183957851	0.0160379779317423	0.0158599093274339	No_PS
LOC6529714	2R	8549902	8554902	tj	0.178205984827993	0.0080831408775981	0.0068393911539719	PS_spill_Dsan
LOC6529895	2R	9785532	9790533	CG13344	0.089978392828855	0.0332306902745701	0.0340255815040428	No_PS
LOC6529896	2R	9787442	9792443	CG16935	0.124578582297509	0.016807800872466	0.0162805552526212	No_PS
LOC6529904	2R	9807969	9812970	CG6357	0.090962533454439	0.0323325635103926	0.0335270381853023	No_PS
LOC6529905	2R	9810917	9815918	CG6347	0.090962533454439	0.0323325635103926	0.0335270381853023	No_PS
LOC6530033	2R	10739877	10744877	CG13319	0.10122907967323	0.0265588914549653	0.0248648480221851	PS_spill_Dsan
LOC6530619	2R	14408078	14418315	Fkbp14	0.146450517501182	0.0115473441108545	0.0117469269478243	PS_spill_Dsan
LOC6531179	2R	18091101	18096771	Mapmodulin	0.086552437716231	0.035668462920195	0.0363780827893498	PS_ancestral
LOC6531806	2R	21889388	21894389	CG34210	0.17150207867486	0.0087246599948678	0.0077585803978998	No_PS
LOC6531903	2R	22399558	22404558	shu	0.095343701211541	0.0300230946882217	0.0295854300715098	PS_spill_Dyak
LOC6531904	2R	22401367	22406368	Snap29	0.086286346730069	0.0357967667436489	0.036502718619035	No_PS
LOC6531969	2R	22604279	22609279	sei	0.135008125093676	0.014626635873749	0.014457756243476	No_PS
LOC6532418	3L	1665837	1670837	CG7974	0.083422268645813	0.037721324095458	0.0383255176281801	PS_spill_Dsan
LOC6532786	3L	3823117	3828118	RpL28	0.179848465162522	0.0079548370541442	0.0065433810584697	PS_unique_Dyak
LOC6532791	3L	3825165	3830165	eIF1	0.273371137983931	0.0030792917628945	0.0023213423278857	No_PS
LOC6532792	3L	3828614	3839096	Larp4B	0.134984916869197	0.0147549396972029	0.014504494679608	PS_spill_Dsan
LOC6532838	3L	4259971	4264972	CG10862	0.087096453202001	0.035540159096741	0.0362222880022434	PS_spill
LOC6532866	3L	4523917	4528918	mge	0.100644274250125	0.0268154991018732	0.0253010734260831	No_PS
LOC6533405	3L	8772104	8777104	Uba2	0.090882037552412	0.0324608673338465	0.03371399192983	No_PS
LOC6533499	3L	9503958	9508959	CG16758	0.100307690246987	0.0274570182191429	0.0268434418184367	No_PS
LOC6533522	3L	9731986	9736986	yellow-g	0.108178963177554	0.0243777264562483	0.0224188698646143	PS_unique_Dyak
LOC6533523	3L	9734001	9739002	CG32302	0.108178963177554	0.0243777264562483	0.0224188698646143	PS_spill_Dsan
LOC6533524	3L	9735406	9740407	obst-I	0.108178963177554	0.0243777264562483	0.0224188698646143	PS_ancestral
LOC6534026	3L	13678710	13683710	Abp1	0.108223814564192	0.0237362073389787	0.0224188698646143	PS_spill_Dsan
LOC6534265	3L	16262757	16267757	Tsp74F	0.147590244651599	0.0111624326404926	0.0113885989374795	No_PS
LOC6534345	3L	16835598	16840598	Mip	0.08203451551701	0.0387477546830895	0.0390577531275803	PS_spill_Dsan
LOC6534353	3L	16863747	16868747	ND-24L	0.147774019377233	0.0110341288170387	0.0111549067568199	No_PS
LOC6534791	3L	20192580	20197580	CG13248	0.10551309988014	0.0255324608673338	0.0235717512892018	PS_spill_Dsan
LOC6534919	3L	20913280	20918280	PIG-F	0.092378363140719	0.0313061329227611	0.0311277984638634	No_PS
LOC6535167	3L	22884804	22889805	CG14455	0.082910318622234	0.0379779317423659	0.0385747892875504	No_PS
LOC6535245	3R	2270098	2310475	CG42402	0.488857444538084	0.0016679497049012	0.0005764407122937	PS_spill
LOC6535320	3R	3004161	3016876	Nep2	0.115150227698315	0.0206569155760841	0.0191004408992475	No_PS
LOC6535396	3R	3663355	3668356	CG14667	0.111032913969752	0.0225814729278932	0.0209388193871033	No_PS
LOC6535412	3R	3759384	3764385	Snr1	0.110583878548373	0.022966384398255	0.0210946141742097	No_PS
LOC6535413	3R	3761168	3766168	HDAC3	0.110583878548373	0.022966384398255	0.0210946141742097	PS_unique_Dyak
LOC6535590	3R	5114826	5119827	CG31229	0.488857444538084	0.0016679497049012	0.0005764407122937	PS_unique_Dyak
LOC6535593	3R	5117945	5123830	CG7702	0.488857444538084	0.0016679497049012	0.0005764407122937	No_PS
LOC6535632	3R	5439187	5444188	snRNP-U1-C	0.089432165877492	0.033487297921478	0.0345085453440727	PS_unique_Dyak
LOC6535644	3R	5550675	5555676	mRpL55	0.163023459114171	0.010392609699769	0.0095190614922024	No_PS
LOC6535645	3R	5551539	5556539	ATPsynD	0.250676346232582	0.0039774185270721	0.0032249520931029	PS_spill
LOC6535650	3R	5596378	5604752	Ppcs	0.105806031649807	0.025147549396972	0.0233380591085422	PS_spill_Dsan
LOC6535729	3R	6307001	6313657	MICU3	0.110533908754466	0.023094688221709	0.0211413526103416	PS_ancestral
LOC6535786	3R	6787698	6792699	CG4362	0.092672793266122	0.0310495252758532	0.0308473678470718	No_PS
LOC6535857	3R	7344899	7349899	CG15696	0.246733695129378	0.004105722350526	0.0032405315718136	PS_independent
LOC6536001	3R	8416385	8448363	CG17816	0.174255165332962	0.0085963561714139	0.0072600370791593	No_PS
LOC6536102	3R	9253806	9258806	Ref1	0.236039844298269	0.0043623299974339	0.0034742237524732	PS_unique_Dyak
LOC6536103	3R	9256710	9261711	CG1943	0.070548059711812	0.0486271490890428	0.0491065168959446	PS_spill_Dsan
LOC6536179	3R	9900447	9905448	CG9636	0.152039816157998	0.0107775211701308	0.0108744761400283	PS_unique_Dyak
LOC6536182	3R	9910985	9919724	mtg	0.115206347884147	0.0204003079291762	0.0191004408992475	No_PS
LOC6536215	3R	10024536	10029536	CG7963	0.11459688002699	0.0214267385168078	0.0195834047392774	No_PS
LOC6536374	3R	11174435	11189292	mura	0.080119851048365	0.0406723120348986	0.0406935983921978	No_PS
LOC6536384	3R	11205891	11210892	CG9396	0.115975101345103	0.0202720041057223	0.018726533410192	PS_unique_Dyak
LOC6536385	3R	11207917	11212918	CG9399	0.087211934259033	0.0354118552732871	0.0360820726938476	No_PS
LOC6536386	3R	11211500	11216501	Kap-alpha3	0.207155630461757	0.0057736720554272	0.0045180488260862	PS_unique_Dyak
LOC6536463	3R	11676664	11681665	CG3909	0.196824023985278	0.0066717988196048	0.0053749201551716	PS_unique_Dyak
LOC6536464	3R	11677796	11682796	CG11722	0.196824023985278	0.0066717988196048	0.0053749201551716	No_PS
LOC6536510	3R	11955159	11960160	CG12818	0.130633076930363	0.0155247626379266	0.0154392634022465	No_PS
LOC6536576	3R	12520681	12525937	Adk3	0.07234982198963	0.0468308955606877	0.0474239331951952	PS_spill
LOC6536577	3R	12522816	12527817	CG6621	0.117364195725126	0.0196304849884526	0.0184772617508218	No_PS
LOC6536660	3R	13242156	13247157	GckIII	0.092652448205618	0.0311778290993071	0.030925265240625	PS_spill
LOC6536679	3R	13332385	13337386	CG3534	0.07383647754736	0.0454195535026943	0.0456634521008927	PS_unique_Dsan
LOC6536704	3R	13691830	13696830	Arl6IP1	0.109885977867289	0.0232229920451629	0.02134388583358	No_PS
LOC6537054	3R	16030311	16035312	pad	0.093189478738463	0.0309212214523992	0.030707152538676	No_PS
LOC6537176	3R	16985623	16990624	CG6125	0.101759155036102	0.0264305876315114	0.0246311558415255	No_PS
LOC6537552	3R	19525041	19530041	CG11373	0.113902806580697	0.0216833461637156	0.0198015174412264	No_PS
LOC6537614	3R	19940201	19961711	Dmtn	0.12352988126588	0.0173210161662817	0.0166077243055447	No_PS
LOC6537726	3R	20846966	20852162	PyK	0.074848825957723	0.0446497305619707	0.0444015143253306	PS_ancestral
LOC6537732	3R	20864795	20869796	CAH8	0.114391779477402	0.0215550423402617	0.0196145636966987	No_PS
LOC6537971	3R	22526153	22531153	eIF2Balpha	0.107475080147206	0.0247626379266102	0.0228083568323803	No_PS
LOC6537973	3R	22527137	22532138	CG42558	0.107475080147206	0.0247626379266102	0.0228083568323803	PS_spill_Dsan
LOC6537974	3R	22529644	22534645	Cog7	0.286224224199889	0.0029509879394405	0.0020564911898047	PS_independent
LOC6538120	3R	23520108	23567090	DIP-gamma	0.074848825957723	0.0446497305619707	0.0444015143253306	No_PS
LOC6538299	3R	25360237	25366224	Men-b	0.076866652402681	0.0425968693867077	0.0427189306245813	No_PS
LOC6538331	3R	25524800	25531868	CG14253	0.080229249237831	0.0404157043879907	0.0404443267328275	No_PS
LOC6538348	3R	25644890	25649891	His2Av	0.167215720711111	0.0092378752886836	0.0088024054715129	PS_independent
LOC6538367	3R	25862761	25867761	Tb	0.123050695645555	0.0175776238131896	0.0166233037842553	PS_unique_Dyak
LOC6539098	X	23170278	23175278	CG17162	0.263115704480124	0.0034642032332563	0.0024771371149921	PS_independent
LOC6539104	X	23168819	23173820	CG17169	0.263115704480124	0.0034642032332563	0.0024771371149921	PS_spill_Dyak
LOC6539949	3R	6993394	6998395	Or92a	0.115150227698315	0.0206569155760841	0.0191004408992475	PS_spill_Dsan
