gene_id	chr	start	end	gene	yak-symp:yak-allo:tei_pbs	yak-symp:yak-allo:tei_pval_ortho	yak-symp:yak-allo:tei_pval_bs	paml_ps_scenario
LOC120453043	3R	24058498	24063498	Tb	0.275257108737849	0.0020570840833119	0.0027736131934032	PS_unique_Dyak
LOC120453046	3R	7254209	7259209	Syt4	0.094164026813451	0.0281563383903317	0.0337181409295352	PS_spill_Dsan
LOC120453142	3R	3798943	3803944	ATPsynD	0.495705722081547	0.0006428387760349	0.0008845577211394	PS_spill
LOC120453143	2L	5150133	5155371	mts	0.211559913231676	0.0051427102082797	0.0055322338830584	No_PS
LOC120453144	3R	3798089	3803089	mRpL55	0.495705722081547	0.0006428387760349	0.0008845577211394	No_PS
LOC120453308	3R	10169409	10174410	CG12818	0.085546397748148	0.0330419130881974	0.0401649175412293	No_PS
LOC120453495	3R	21756670	21803103	DIP-gamma	0.074848825957723	0.0398560041141681	0.0486356821589205	No_PS
LOC120453521	3R	5557941	5562942	CG15696	0.271302808390105	0.0021856518385188	0.0029235382308845	PS_independent
LOC120453861	3R	1919651	1924652	CG14667	0.090517625459725	0.0300848547184366	0.0374962518740629	No_PS
LOC120454196	3R	8098822	8109984	mtg	0.074022855688493	0.0404988428902031	0.0496251874062968	No_PS
LOC120454200	3R	8089969	8094970	CG9636	0.179405859455729	0.0086140395988686	0.0088605697151424	PS_unique_Dyak
LOC120454250	3R	8214218	8219219	CG7963	0.082080240110319	0.0345847261506814	0.0435082458770614	No_PS
LOC120454370	3R	1266319	1280008	Nep2	0.115150227698315	0.01967086654667	0.0238680659670164	No_PS
LOC120454452	3R	9890032	9895032	CG3909	0.076755717310084	0.0385703265620982	0.0471814092953523	PS_unique_Dyak
LOC120454453	3R	9891182	9896183	CG11722	0.116293397735968	0.0187708922602211	0.0235532233883058	No_PS
LOC120454487	3R	9381823	9397580	mura	0.07875870263679	0.0363846747235793	0.0452623688155922	No_PS
LOC120454499	3R	9415484	9420484	CG9396	0.149574074001246	0.0116996657238364	0.0153373313343328	PS_unique_Dyak
LOC120454587	3R	15220547	15225548	CG6125	0.101759155036102	0.0244278734893288	0.028935532233883	No_PS
LOC120454594	3R	23841604	23846604	His2Av	0.183334911486746	0.0080997685780406	0.0083508245877061	PS_independent
LOC120454971	X	5873943	5878943	crm	0.075875885372806	0.0390845975829262	0.0476461769115442	No_PS
LOC120455135	X	22414401	22419402	CG17162	0.232959562072205	0.0042427359218308	0.0046176911544227	PS_independent
LOC120455136	X	22413773	22418774	CG17169	0.232959562072205	0.0042427359218308	0.0046176911544227	PS_spill_Dyak
LOC120455176	X	16305883	16385786	CG43658	0.142878716191142	0.0131139110311133	0.0161769115442278	PS_spill
LOC120455494	2L	21416061	21421061	vlc	0.094819325348288	0.0277706351247107	0.0335232383808095	PS_spill
LOC120455500	X	11728613	11733614	Zw	0.087569349438799	0.0321419388017485	0.0392203898050974	No_PS
LOC120455518	X	11281784	11294832	Ork1	0.186193851437075	0.0079712008228336	0.008095952023988	PS_spill
LOC120455540	X	2261408	2266409	Spx	0.076802853421875	0.0380560555412702	0.0470764617691154	PS_spill
LOC120455888	X	3979573	3984573	CG7024	0.077389612979942	0.0374132167652352	0.0464617691154422	No_PS
LOC120455971	X	18071222	18076657	CG17754	0.495705722081547	0.0006428387760349	0.0008845577211394	No_PS
LOC120456000	X	20516737	20521737	Cbs	0.19672705175381	0.0065569555155566	0.0068365817091454	PS_spill_Dsan
LOC120456017	X	4008405	4020909	fzr	0.189174230490814	0.0077140653124196	0.007511244377811	No_PS
LOC120456104	2L	8569091	8574091	Tom70	0.079923691841448	0.0358704037027513	0.0447376311844077	PS_unique_Dyak
LOC120456153	X	17499075	17504076	fu	0.116557029716449	0.0186423245050141	0.0234782608695652	No_PS
LOC120456156	X	17500993	17505993	CG6696	0.116557029716449	0.0186423245050141	0.0234782608695652	PS_spill
LOC120456286	X	313430	318702	ebo	0.09069048940785	0.0299562869632296	0.0374812593703148	No_PS
LOC120456479	X	2826132	2831133	CG14434	0.107310542136563	0.0230136281820519	0.0274062968515742	PS_independent
LOC120456608	X	13188648	13193649	CG12112	0.086849233439263	0.0326562098225765	0.0396701649175412	No_PS
LOC120456863	X	12307912	12312913	CG9941	0.116910720180385	0.0183851889946001	0.023463268365817	PS_spill
LOC120456999	X	5982043	5991193	Pi4KIIIalpha	0.101655962153064	0.0245564412445358	0.0289655172413793	PS_ancestral
LOC120457175	X	17346223	17351223	Wnt5	0.16764981501707	0.0096425816405245	0.0107946026986506	PS_spill_Dsan
LOC120457179	X	17343327	17348327	Xrcc2	0.148922807537542	0.0119568012342504	0.0154272863568215	No_PS
LOC120457231	X	10216401	10221401	CG32576	0.148289578341627	0.0120853689894574	0.015487256371814	No_PS
LOC120457236	X	9826097	9831146	Gbeta13F	0.210455204591292	0.0052712779634867	0.0055922038980509	No_PS
LOC120457251	X	4731069	4768180	CG42541	0.208864152714081	0.0055284134739007	0.0058020989505247	PS_ancestral
LOC120457328	X	20264107	20269107	CG15450	0.074937636639829	0.0395988686037541	0.0482758620689655	No_PS
LOC120457630	2L	9998971	10003971	loqs	0.076504379064295	0.0388274620725122	0.0472263868065967	PS_spill_Dsan
LOC120458073	2L	3545260	3554310	drm	0.078265925014384	0.0367703779892003	0.0454572713643178	PS_spill_Dsan
LOC120458310	2L	17966561	17971562	CG8027	0.083009927706587	0.0343275906402674	0.0414092953523238	No_PS
LOC120458366	2L	17233536	17281617	mtt	0.144164816795884	0.0129853432759064	0.016071964017991	PS_spill_Dsan
LOC120458446	2L	6032394	6037394	snRNP-U1-70K	0.076830855240818	0.0379274877860632	0.0468815592203898	No_PS
LOC120458462	2L	18299480	18304480	CG1888	0.150883585790399	0.0115710979686294	0.015247376311844	PS_independent
LOC120458558	2L	9996344	10001345	Ing5	0.094938073416731	0.0276420673695037	0.0335082458770614	PS_independent
LOC120458561	2L	7771626	7776627	CG33695	0.074945103316455	0.0394703008485471	0.0482758620689655	PS_spill_Dsan
LOC120458600	2L	20840831	20874897	Src42A	0.121278705605313	0.0169709436873232	0.0224737631184407	PS_spill_Dsan
LOC120458700	2L	17958293	17963294	unpg	0.196176520328936	0.0066855232707636	0.0070464767616191	No_PS
