orthogroup	gene_id	gene_type	san_id	san_conting	san_start	san_end	yak_id	yak_conting	yak_start	yak_end	pw_Dmel_Dsan_w	pw_Dtei_Dmel_w	pw_Dtei_Dsan_w	pw_Dyak_Dmel_w	pw_Dyak_Dsan_w	pw_Dyak_Dtei_w
OG0001719	AP-1gamma	GB	LOC120455370	NC_053021.2	12634021.0	12641898.0	LOC6525238	NC_052526.2	12735278.0	12743844.0	0.1244	0.1135	0.1095	0.1167	0.1859	0.1272
OG0010368	AP-1mu	GB	LOC120454493	NC_053019.2	9404737.0	9406553.0	LOC6536378	NC_052530.2	11195061.0	11196880.0	0.0726	0.07	0.0712	0.0703	0.0636	0.0672
OG0011878	AP-1sigma	GB	LOC120452728	NC_053019.2	26769123.0	26773112.0	LOC6538804	NC_052530.2	28564657.0	28568642.0	0.0881	0.1253	0.2443	0.129	0.2965	0.0807
OG0002882	AP-2alpha	GB	LOC120447067	NC_053016.2	414383.0	421081.0	LOC6526301	NC_052527.2	448462.0	455131.0	0.153	0.1416	0.0594	0.1867	0.2782	0.1502
OG0011701	AP-2mu	GB	LOC120453742	NC_053019.2	19157465.0	19159634.0	LOC6537752	NC_052530.2	20940512.0	20942806.0	0.0183	0.0237	0.0114	0.0212	0.001	0.0114
OG0011585	AP-2sigma	GB	LOC120450974	NC_053019.2	5985887.0	5986758.0	LOC6535916	NC_052530.2	7774875.0	7775760.0	0.0336	0.0269	0.001	0.0276	0.001	0.001
OG0006339	APC10	GB	LOC120444728	NC_053017.2	15308580.0	15309335.0	LOC6531270	NC_052528.2	18449101.0	18450072.0	0.0105	0.0263	0.0362	0.0105	0.1366	0.0362
OG0001713	APC4	GB	LOC120455111	NC_053021.2	12661859.0	12664653.0	LOC6525245	NC_052526.2	12763966.0	12766772.0	0.0555	0.1012	0.1135	0.0352	0.0692	0.0709
OG0001488	APC7	GB	LOC120457408	NC_053021.2	2571656.0	2573955.0	LOC6524045	NC_052526.2	2554264.0	2556524.0	0.1886	0.1209	0.3528	0.1886	0.1976	0.3528
OG0008529	APP-BP1	GB	LOC120447846	NC_053018.2	11269991.0	11271949.0	LOC6533661	NC_052529.2	11194754.0	11196705.0	0.1747	0.054	0.4115	0.0482	0.2415	0.1923
OG0005840	AQP	GB	LOC120447150	NC_053017.2	9347026.0	9349378.0	LOC6529994	NC_052528.2	10444242.0	10446637.0	0.1146	0.339	0.1645	0.1473	0.001	0.2378
OG0006783	ASPP	GB	LOC120445017	NC_053017.2	11552289.0	11586397.0	LOC6530662	NC_052528.2	14676023.0	14709881.0	0.0253	0.0259	0.0432	0.0269	0.0274	0.0486
OG0010329	ATP6AP2	GB	LOC120451418	NC_053019.2	9109170.0	9111198.0	LOC6536332	NC_052530.2	10903481.0	10905568.0	0.013	0.0151	0.0223	0.0146	0.0111	0.0236
OG0001964	ATP7	GB	LOC120456137	NC_053021.2	15275685.0	15284809.0	LOC6525531	NC_052526.2	15432062.0	15441956.0	0.0199	0.011	0.0271	0.0136	0.0364	0.0081
OG0005865	ATP8A	GB	LOC120446964	NC_053017.2	9121017.0	9145975.0	LOC6529949	NC_052528.2	10216088.0	10241508.0	0.0275	0.0353	0.0452	0.0304	0.0395	0.0471
OG0010637	ATP8B	GB	LOC120451744	NC_053019.2	12175758.0	12201794.0	LOC6536757	NC_052530.2	13980990.0	14003656.0	0.1189	0.1191	0.081	0.1092	0.053	0.0781
OG0006133	ATPCL	GB	LOC120446610	NC_053017.2	16628458.0	16635978.0	LOC6531497	NC_052528.2	19774628.0	19782154.0	0.0509	0.0486	0.0574	0.0629	0.0636	0.0578
OG0008425	ATPsynB	GB	LOC120447729	NC_053018.2	2262528.0	2263989.0	LOC6532508	NC_052529.2	2267355.0	2268820.0	0.001	0.001	0.001	0.001	0.001	0.001
OG0012667	ATPsynC	GB	LOC120452258	NC_053019.2	28030375.0	28033849.0	LOC6538981	NC_052530.2	29831678.0	29834505.0	0.0541	0.0598	0.0291	0.0572	0.0203	0.0312
OG0011805	ATPsynCF6	GB	LOC120451448	NC_053019.2	20096188.0	20096975.0	LOC6537875	NC_052530.2	21870925.0	21871715.0	0.0279	0.4339	0.458	0.0293	0.0399	0.4728
OG0007922	ATPsynCF6L	GB	LOC120448419	NC_053018.2	5693604.0	5694262.0	LOC6533030	NC_052529.2	5655638.0	5656298.0	0.2126	0.2257	0.2541	0.213	0.2479	0.2387
OG0011384	ATPsynD	GB	LOC120453142	NC_053019.2	3800883.0	3802004.0	LOC6535645	NC_052530.2	5553452.0	5554626.0	1.5531	1.7848	1.0648	1.5415	0.8893	0.9918
OG0010881	ATPsynE	GB	LOC120452203	NC_053019.2	16317083.0	16317866.0	LOC6537318	NC_052530.2	18086981.0	18087729.0	0.6045	1.1201	0.1951	0.5109	0.3367	0.2259
OG0007290	ATPsynF	GB	LOC120444508	NC_053017.2	21963154.0	21963869.0	LOC6532080	NC_052528.2	23150095.0	23150849.0	0.3747	0.2969	0.2788	0.3527	0.4015	0.3403
OG0004056	ATPsynG	GB	LOC120458236	NC_053016.2	7463651.0	7464334.0	LOC6527216	NC_052527.2	7452827.0	7453535.0	0.5815	0.5587	0.7232	0.586	0.8302	0.7867
OG0003643	ATPsynGL	GB	LOC120455591	NC_053016.2	5250804.0	5251409.0	LOC6526914	NC_052527.2	5245302.0	5245917.0	0.2055	0.1836	0.1336	0.2622	0.2214	0.2626
OG0010959	ATPsynO	GB	LOC120451482	NC_053019.2	15363645.0	15364784.0	LOC6537215	NC_052530.2	17128665.0	17129812.0	0.3383	0.3938	0.33	0.408	0.2895	0.348
OG0001810	ATPsyndelta	GB	LOC120455532	NC_053021.2	19020924.0	19022336.0	LOC6525990	NC_052526.2	19256694.0	19258111.0	0.6112	0.6431	0.7447	0.6678	0.2366	1.0362
OG0010448	ATPsynepsilonL	GB	LOC120453436	NC_053019.2	9972564.0	9973090.0	LOC6536484	NC_052530.2	11759100.0	11759683.0	0.4218	0.5222	0.3455	0.5441	0.1245	0.3417
OG0012489	ATPsyngamma	GB	LOC120451227	NC_053019.2	20944529.0	20945737.0	LOC6538010	NC_052530.2	22712491.0	22713697.0	0.5311	0.5335	1.4388	0.5038	2.8885	2.4862
OG0002828	ATbp	GB	LOC120456744	NC_053021.2	22440652.0	22442722.0	LOC26536125	NC_052526.2	23194011.0	23196165.0	0.0643	0.0872	0.1394	0.0516	0.001	0.1181
OG0003754	Aasdh	GB	LOC120444011	NC_053016.2	8720033.0	8723746.0	LOC6527736	NC_052527.2	8702522.0	8706288.0	0.3803	0.3815	0.2563	0.362	0.2845	0.3218
OG0003550	Aatf	GB	LOC120449255	NC_053016.2	6290788.0	6292571.0	LOC6527045	NC_052527.2	6284329.0	6286026.0	0.1745	0.1704	0.1191	0.1669	0.0183	0.0922
OG0011141	Abd-B	GB	LOC120452804	NC_053019.2	11600346.0	11607327.0	LOC6536687	NC_052530.2	13400221.0	13408218.0	0.0044	0.0046	0.0135	0.0044	0.001	0.0133
OG0010850	Abi	GB	LOC120452806	NC_053019.2	16504744.0	16507983.0	LOC6537353	NC_052530.2	18274010.0	18277260.0	0.2208	0.2052	0.2362	0.2176	0.3692	0.2278
OG0009141	Abl	GB	LOC120447562	NC_053018.2	17590229.0	17617100.0	LOC6534426	NC_052529.2	17534026.0	17560863.0	0.4628	0.4157	0.4573	0.3961	0.355	0.4264
OG0008797	Abp1	GB	LOC120447631	NC_053018.2	13760525.0	13763275.0	LOC6534026	NC_052529.2	13679835.0	13682585.0	0.0222	0.022	0.0225	0.0188	0.0186	0.0171
OG0002241	Ac13E	GB	LOC120456726	NC_053021.2	9487056.0	9528478.0	LOC6524839	NC_052526.2	9891459.0	9932958.0	0.5994	0.6301	0.001	0.4491	0.001	0.001
OG0004877	Ac3	GB	LOC120445522	NC_053017.2	3454184.0	3473400.0	LOC6529205	NC_052528.2	3567338.0	3586090.0	0.1764	0.1515	0.0915	0.1557	0.4032	0.0724
OG0009442	Ac76E	GB	LOC120449615	NC_053018.2	20615682.0	20653066.0	LOC6534868	NC_052529.2	20595223.0	20633297.0	0.0502	0.0365	0.0449	0.0481	0.0615	0.0383
OG0009594	Ac78C	GB	LOC120448724	NC_053018.2	19454829.0	19485371.0	LOC6539779	NC_052529.2	19442924.0	19474170.0	0.0561	0.0647	0.0397	0.0551	0.001	0.0384
OG0009611	AcCoAS	GB	LOC120450633	NC_053018.2	19352956.0	19361330.0	LOC6534681	NC_052529.2	19341996.0	19350412.0	0.1561	0.1849	0.1565	0.1415	0.293	0.184
OG0012151	Acam	GB	LOC120453713	NC_053019.2	24895595.0	24896099.0	LOC6538463	NC_052530.2	26684235.0	26684879.0	0.0692	0.0749	0.1147	0.0649	0.0685	0.101
OG0003691	Acbp1	GB	LOC120443769	NC_053016.2	9015445.0	9016098.0	LOC6527663	NC_052527.2	8996793.0	8997461.0	0.0457	0.0483	0.0579	0.0529	0.1346	0.0712
OG0008101	Acbp2	GB	LOC120449829	NC_053018.2	7831683.0	7833422.0	LOC6533272	NC_052529.2	7782831.0	7784567.0	0.041	0.0441	0.001	0.0435	0.0239	0.02
OG0008100	Acbp3	GB	LOC120448496	NC_053018.2	7830700.0	7831413.0	LOC6533271	NC_052529.2	7781880.0	7782553.0	0.1414	0.1423	0.22	0.1272	0.2482	0.1665
OG0008098	Acbp4	GB	LOC120450018	NC_053018.2	7827996.0	7828265.0	LOC6533269	NC_052529.2	7779048.0	7779412.0	0.0545	0.0508	0.0346	0.0468	0.056	0.0193
OG0008303	Acbp5	GB	LOC120450311	NC_053018.2	3183284.0	3183791.0	LOC6532660	NC_052529.2	3186724.0	3187179.0	0.0902	0.1182	0.0957	0.0768	0.0636	0.0739
OG0008099	Acbp6	GB	LOC120450019	NC_053018.2	7828904.0	7829422.0	LOC6533270	NC_052529.2	7779896.0	7780547.0	0.2462	0.2454	0.2476	0.241	0.2776	0.2274
OG0010760	Ace	GB	LOC120451044	NC_053019.2	13325512.0	13394230.0	LOC6536927	NC_052530.2	15129335.0	15154170.0	0.0506	0.0565	0.0547	0.0492	0.0941	0.0901
OG0003767	Acer	GB	LOC120444304	NC_053016.2	11299821.0	11302665.0	LOC6527758	NC_052527.2	11276455.0	11279304.0	0.0092	0.0085	0.001	0.0104	0.001	0.001
OG0012717	Acf	GB	LOC120452363	NC_053019.2	28603968.0	28609805.0	LOC6539052	NC_052530.2	30406682.0	30412526.0	0.189	0.1798	0.1265	0.2059	0.1047	0.153
OG0005983	Achl	GB	LOC120446266	NC_053017.2	18209460.0	18213952.0	LOC6530387	NC_052528.2	12836270.0	12840755.0	0.1018	0.0952	0.0662	0.1038	0.1093	0.0541
OG0007819	Ack	GB	LOC120448241	NC_053018.2	4756383.0	4762338.0	LOC6532906	NC_052529.2	4736244.0	4742229.0	0.129	0.135	0.0951	0.1326	0.1141	0.0869
OG0005825	Ack-like	GB	LOC120446989	NC_053017.2	9412055.0	9421976.0	LOC6530011	NC_052528.2	10509638.0	10519470.0	0.0152	0.0164	0.0073	0.0158	0.001	0.0087
OG0004651	Acn	GB	LOC120446554	NC_053017.2	7065901.0	7068870.0	LOC6529660	NC_052528.2	8149461.0	8152813.0	0.0315	0.0186	0.0186	0.039	0.1459	0.0301
OG0003449	Acp26Aa	GB	LOC120458509	NC_053016.2	13471572.0	13472628.0	LOC6528101	NC_052527.2	13433477.0	13434429.0	0.0296	0.0338	0.0408	0.0187	0.0252	0.0136
OG0003448	Acp26Ab	GB	LOC120458510	NC_053016.2	13472574.0	13473199.0	LOC6528102	NC_052527.2	13434476.0	13435009.0	0.0318	0.0239	0.0764	0.0361	0.0887	0.0624
OG0004068	Acp32CD	GB	LOC120445438	NC_053016.2	7505042.0	7506003.0	LOC6527228	NC_052527.2	7493008.0	7493965.0	0.1007	0.1194	0.0543	0.0942	0.0253	0.0236
OG0004578	Acp36DE	GB	LOC120444357	NC_053017.2	6371534.0	6373897.0	LOC6529572	NC_052528.2	7462165.0	7464426.0	0.0475	0.0453	0.001	0.0479	0.001	0.001
OG0006230	Acp53C14a	GB	LOC120446754	NC_053017.2	15869446.0	15870035.0	LOC6531368	NC_052528.2	19020282.0	19020847.0	0.1773	0.1601	0.0748	0.1648	0.0567	0.0605
OG0006231	Acp53C14b	GB	LOC120446755	NC_053017.2	15868569.0	15869180.0	LOC6531367	NC_052528.2	19019356.0	19019999.0	0.0358	0.0526	0.0472	0.0374	0.021	0.0556
OG0006233	Acp53C14c	GB	LOC120446756	NC_053017.2	15866489.0	15867223.0	LOC6531365	NC_052528.2	19017305.0	19017926.0	0.1072	0.1059	0.0127	0.1075	0.0136	0.0194
OG0006232	Acp53Ea	GB	LOC120446753	NC_053017.2	15867588.0	15868184.0	LOC6531366	NC_052528.2	19018455.0	19019011.0	0.0406	0.0413	0.0357	0.039	0.0234	0.0353
OG0007666	Acp62F	GB	LOC120449605	NC_053018.2	9329437.0	9329837.0	LOC6533476	NC_052529.2	9259489.0	9260003.0	0.0122	0.0138	0.001	0.0124	0.001	0.001
OG0008026	Acp65Aa	GB	LOC120449274	NC_053018.2	6833313.0	6834078.0	LOC6533172	NC_052529.2	6798147.0	6798899.0	0.0154	0.0135	0.0123	0.0152	0.001	0.0122
OG0009351	Acp76A	GB	LOC120450009	NC_053018.2	21485945.0	21487290.0	LOC6534991	NC_052529.2	21478643.0	21480020.0	0.0552	0.0682	0.0236	0.0575	0.0395	0.0254
OG0012527	Acph-1	GB	LOC120450828	NC_053019.2	20700757.0	20702920.0	LOC6537965	NC_052530.2	22469041.0	22471292.0	0.033	0.0201	0.0567	0.0271	0.0666	0.0577
OG0005267	Acsl	GB	LOC120444114	NC_053016.2	17432471.0	17448914.0	LOC6528625	NC_052527.2	17359896.0	17376738.0	0.0221	0.0261	0.0286	0.0217	0.0194	0.0331
OG0012789	Actbeta	GB	LOC120454886	NC_053020.2	1189722.0	1196347.0	LOC6523763	NC_052531.2	1206468.0	1212788.0	0.1086	0.1148	0.1207	0.0934	0.1314	0.0831
OG0011143	Actn3	GB	LOC120454084	NC_053019.2	11555733.0	11557639.0	LOC6536685	NC_052530.2	13355743.0	13357758.0	0.1423	0.1409	0.1129	0.1411	0.2284	0.1376
OG0004282	Acyp	GB	LOC120458069	NC_053016.2	14179110.0	14179702.0	LOC6528179	NC_052527.2	14124755.0	14125333.0	0.2842	0.2379	0.2891	0.2889	0.247	0.3007
OG0011026	Acyp2	GB	LOC120453932	NC_053019.2	14832830.0	14833606.0	LOC6537136	NC_052530.2	16605931.0	16606697.0	0.0428	0.0444	0.0311	0.0365	0.1907	0.03
OG0011149	AdSL	GB	LOC120452004	NC_053019.2	11516022.0	11517649.0	LOC6536675	NC_052530.2	13311355.0	13313526.0	0.1301	0.1611	0.1336	0.1531	0.1074	0.1294
OG0011531	AdSS	GB	LOC120451496	NC_053019.2	5536830.0	5542653.0	LOC6535853	NC_052530.2	7323732.0	7329535.0	0.0182	0.0266	0.0145	0.0166	0.0173	0.0181
OG0010318	Ada	GB	LOC120453630	NC_053019.2	8899418.0	8900533.0	LOC6536318	NC_052530.2	10696378.0	10697615.0	0.1252	0.0879	0.1632	0.12	99.0	0.178
OG0010207	Ada2b	GB	LOC120454197	NC_053019.2	8087489.0	8090731.0	LOC6536178	NC_052530.2	9897466.0	9901224.0	0.0023	0.0021	0.001	0.0022	0.001	0.001
OG0002514	Ada3	GB	LOC120457338	NC_053021.2	16932754.0	16935279.0	LOC6525745	NC_052526.2	17150838.0	17153446.0	0.3473	0.3385	0.1669	0.3783	0.3036	0.1696
OG0011000	AdamTS-A	GB	LOC120450953	NC_053019.2	15148566.0	15184752.0	LOC6537167	NC_052530.2	16914410.0	16949634.0	0.2223	0.1993	0.1951	0.2374	0.231	0.2064
OG0001402	AdamTS-B	GB	LOC120457020	NC_053021.2	3003489.0	3013744.0	LOC6524115	NC_052526.2	2965935.0	2976180.0	0.1016	0.0963	0.0806	0.1059	0.135	0.0917
OG0001099	Adar	GB	LOC120456364	NC_053021.2	1596558.0	1606892.0	LOC6523949	NC_052526.2	1602490.0	1616538.0	0.0989	0.1001	0.0592	0.0961	0.1474	0.189
OG0004260	Adat1	GB	LOC120454982	NC_053016.2	9593507.0	9594930.0	LOC6527549	NC_052527.2	9568028.0	9569310.0	0.0194	0.0048	0.0231	0.0132	0.0624	0.0135
OG0007298	Adck1	GB	LOC120444284	NC_053017.2	21975614.0	21977870.0	LOC6532088	NC_052528.2	23162617.0	23164870.0	0.0268	0.024	0.001	0.0249	0.001	0.001
OG0008541	Adck5	GB	LOC120447940	NC_053018.2	11340389.0	11342928.0	LOC6533680	NC_052529.2	11277670.0	11280212.0	0.0312	0.0253	0.0268	0.0307	0.0643	0.0247
OG0008751	AdenoK	GB	LOC120448862	NC_053018.2	13268283.0	13271172.0	LOC6533962	NC_052529.2	13192450.0	13195338.0	0.2973	0.3282	0.294	0.2788	0.4378	0.2115
OG0005002	Adf1	GB	LOC120444809	NC_053016.2	15490625.0	15494551.0	LOC6528299	NC_052527.2	15427988.0	15431873.0	0.021	0.0314	0.0286	0.0205	0.001	0.0224
OG0009251	Adgf-A	Gr	LOC120448134	NC_053018.2	16466185.0	16478353.0	LOC6534293	NC_052529.2	16410131.0	16422286.0	0.1126	0.1193	0.0838	0.0913	0.0624	0.0709
OG0009252	Adgf-A2	GB	LOC120448133	NC_053018.2	16473477.0	16475637.0	LOC6534292	NC_052529.2	16417434.0	16419560.0	0.1561	0.1395	0.1508	0.1302	0.1469	0.0948
OG0010814	Adgf-C	GB	LOC120453901	NC_053019.2	13865832.0	13868159.0	LOC6536996	NC_052530.2	15621587.0	15624402.0	0.0839	0.0904	0.0796	0.0977	0.1157	0.1835
OG0010813	Adgf-D	GB	LOC120453903	NC_053019.2	13860074.0	13862597.0	LOC6536995	NC_052530.2	15618448.0	15620894.0	0.0377	0.0369	0.001	0.0346	0.001	0.001
OG0004329	Adhr	GB	LOC120444000	NC_053016.2	14920717.0	14922591.0	LOC6528254	NC_052527.2	14863253.0	14864735.0	0.0401	0.0721	0.0377	0.0448	0.0484	0.0512
OG0008492	Adi1	GB	LOC120448341	NC_053018.2	10798231.0	10799253.0	LOC6533611	NC_052529.2	10720489.0	10721509.0	0.368	0.3655	0.3454	0.3626	0.6284	0.3687
OG0011714	AdipoR	GB	LOC120452242	NC_053019.2	19241016.0	19245158.0	LOC6537766	NC_052530.2	21023723.0	21027851.0	0.4564	0.5871	0.6607	0.3575	99.0	0.3705
OG0008667	Adk1	GB	LOC120448938	NC_053018.2	12400923.0	12404739.0	LOC6533862	NC_052529.2	12333319.0	12337126.0	0.0324	0.0437	0.0341	0.0323	0.001	0.0348
OG0007199	Adk2	GB	LOC120446313	NC_053017.2	21393567.0	21395210.0	LOC6531958	NC_052528.2	22579820.0	22581428.0	0.0292	0.0341	0.0249	0.0299	0.001	0.0286
OG0010518	Adk3	GB	LOC120450943	NC_053019.2	10732957.0	10738204.0	LOC6536576	NC_052530.2	12520681.0	12525937.0	0.0811	0.1497	0.121	0.1736	0.2719	0.2512
OG0012561	AdoR	GB	LOC120454686	NC_053019.2	26939477.0	26954610.0	LOC6538842	NC_052530.2	28742293.0	28757475.0	0.1469	0.1433	0.0346	0.1465	0.001	0.0359
OG0010335	Aduk	GB	LOC120452620	NC_053019.2	9173822.0	9176475.0	LOC6536340	NC_052530.2	10964428.0	10967097.0	0.1059	0.0925	0.0796	0.1049	0.1665	0.1083
OG0005085	Ady43A	GB	LOC120458316	NC_053016.2	16023185.0	16025282.0	LOC6528399	NC_052527.2	15960188.0	15962258.0	0.0419	0.0496	0.0174	0.0516	0.0949	0.0491
OG0008428	Ae2	GB	LOC120447821	NC_053018.2	9868274.0	9892436.0	LOC6533535	NC_052529.2	9804119.0	9819269.0	0.0177	0.0241	0.0285	0.0152	0.0433	0.0209
OG0009635	Aef1	GB	LOC120447916	NC_053018.2	19210613.0	19214334.0	LOC6539381	NC_052529.2	19199570.0	19203149.0	0.0578	0.0655	0.0474	0.1441	0.2566	0.2076
OG0010880	Afti	GB	LOC120452197	NC_053019.2	16318148.0	16323544.0	LOC6537319	NC_052530.2	18088048.0	18094627.0	0.0382	0.0368	0.0375	0.0404	0.0498	0.0253
